image_id,id,caption
313002,407908,The person is holding a pair of scissors near a bowl of greens.
129772,87654,A red bowl filled with tangerines on top of a colorful table.
232231,195811,Two men in orange safety vests standing on a boat.
201457,370548,A stork standing on one foot on the sand.
306128,360465,Altered photograph of young men playing Frisbee in a muddy park
504550,66229,The bear is hunched down beside the tree.
263135,623213,A zebra eating hay from the ground in it's enclosure.
382038,103811,A surfer is at the top of a large wave.
12810,811621,A crowd of people watching a baseball game.
579271,556327,A man grasping a coffee cup on a snowy street
62030,177209,an image of a guy on a tennis court hitting ball
277776,293525,A elephant walking along a walk with wood posts.
496281,2504,The water sprinkler system was shut off today.
476230,538935,The two children are sitting outside under the umbrella.
264846,805803,A female tennis player getting ready to hit the ball.
472390,251604,a small shirtless boy is brushing his teeth
306877,615928,A long train traveling down the train track
115590,186978,A man wearing an idiot shirt while holding a skateboard.
332427,206156,A flush toilet with it's seat in a lowered position.
566355,406481,Man with beard dressed in a banana suit. 
59641,315151,A city as the sun sets with a gas station next to a traffic light.
277188,481579,A row of ambulances parked in a lot.
74126,337773,A grass field by a road with three zebra.
245802,537409,Several baseball players are seen walking across a field.
48604,345051,A soccer team appears to be warming up before a match.
340096,347455,car comes to the curve to stop at the stop sign
501966,175285,A photo of a kitchen that was taken during the day time. 
12182,390897,A bald man wearing a vest looking straight at the camera.
197213,419588,Jockey on horse being led by a man walking and holding reins.
223084,645810,A man swinging a tennis racket at a ball on a tennis court.
561384,825182,Black and white calves sniff at grass along a sidewalk.
352117,759414,A cat jumping from some upper kitchen cabinets across to a counter on the other side.
45425,678980,A woman is laying down in her bed. 
251842,599726,A narrow city street has open markets and chairs.
122238,812956,An empty kitchen with air vent in the corner.
15151,530356,A man standing on a stage with a microphone to his mouth.
145083,705700,a giant kitchen oven under a red table
122142,253752,A street sign next to a road with multiple lights
467397,330075,Several different types of doughnuts on a plate.
163002,124242,A large fed ex plane flying over mountains.
142390,138222,A man washing a horse in a stable.
349512,514895,A small boy standing next to a red colored public clock.
337638,291046,A person holding a remote that is made out of legos.
19756,13567,A clean hotel room has the television on.
27466,698786,a lone giraffe stands in a large field with trees and grass 
371482,175162,A street lamp is next to street signs.
115893,690564,Several people are sitting in a dark casino.
384263,270055,Five people unloading a large white moving truck.
577817,759400,A young man playing tennis on a clay court.
277122,32570,A man and woman walking along side the street
191005,388774,A  group of giraffe foraging through brush in an enclosure
220353,647733,A street with a truck and a hauler are in the foreground of a blurry backdrop of some forested hills that stand behind a waterway.
423620,730757,A table has various items on it while under the table.
174090,422006,A person on a skateboard by a wall.
42705,57460,A MAN ON A MOTORIZED WHEELCHAIR DRIVING IN THE PATH OF A BUS 
258205,564755,Children on a flotation device being towed by their parents in a motorboat.
116731,479305,A knife sticking out of a red apple.
230236,410740,The hotdog has had a bite taken out of it.
300264,91607,A picture of a plate of brocoli and meat and brown rice.
11624,320064,A man wit a skateboard sitting on a bench next to a woman squatting down behind it.
86020,444226,Red truck appears as an image in the side view mirror of passenger car. 
554426,174754,A homemade chocolate cake with a red flower
360919,76701,A large jet liner flying through a cloud filled sky.
492654,124753,"A man in a classroom looking at a cell phone.
"
128649,193310,"A shot of a living room with a flat screen, couch and several photographs."
435811,272970,A group of buses are parked in a lot next to cars.
186998,623839,"Two lambs, one white and one black in a field."
516455,577733,Onions saute on the grill between the hots and sausages.
51717,581371,a vehicle is pulling something out of a garage
17883,739899,A woman holds a black bear cub in her arms.
242695,687330,A group of three giraffes are eating in the zoo. 
404296,534725,A bowl of fruit is presented with a pitcher of water.
170390,122134,A black and white photo of a street next to a highway
333946,55375,A boy and girl playing tennis on a playground. 
57739,427258,A cluster of pairs of scissors standing next to each other.
164428,179474,A multi-colored umbrella and a striped umbrella at the beach.
398124,520919,A man has two pots under his metal bed.
363252,3693,A woman and two men stand by a stop sign.
564573,428139,Two oranges on a cutting board with a zester full of rind on a counter with pot in back.
69008,177253,A skier is moving down through very deep snow.
176621,173558,"Large sign for stage musical Singing in the Rain, "
242549,800010,a close up of a cake on a plate 
8602,644249,This collage shows a well decorated living room
556060,785150,a person that has a kite in hand
309598,365638,The  baseball player adjusts his stance to prepare for the rest of the inning.
490221,311796,"A red double decked bus is on a street near a tall, white building."
369217,739894,a couple of chairs in front of a wooden table
356869,787594,An aircraft is shown from a split model view.
516771,338839,A group of people in a courtyard next to a pavilion.
366802,522334,A jungle scene with a zebra leaning over and eating grass.
185494,427450,A red fire hydrant sitting next to a barber shop sign.
543552,403151,A woman jumping a black horse over a wooden jump.
387759,387158,A parking lot full of cars in front of a restaurant.
230752,792926,A man in a tie holding up a glass of beer.
41561,448645,"A table filled with various books, movies and toys."
524830,219951,A man wearing a backpack waits for the crossing signal.
23812,450765,A kid with and umbrella on a street.
166047,612291,The tennis player has on a yellow headband.
372592,431589,A giraffe in a gate next to a brick building.
314481,798130,A closeup of a tray filled with food.
481162,204820,A fisheye view of a colorful living room with a couch and coffee table.
464188,198214,A dog is sniffing a chew toy on the floor.
573913,418081,A black and white photo of someone with an umbrella looking in a window
